custo_medio_venda;faturamento_margem_lucro_liquido;percentual;preco_medio_venda;vei_peso_liquido;vei_produto_codigo_interno;vei_produto_nome;vei_produto_sku;vei_produto_unidade;vei_quantidade;vei_valor_total
6,29;34,976;0,04;8,49;0;14399;PAO DE LEITE GOLDEN SOFT 500G;;UN;6;50,91
1,81;65,193;0,04;2,99;0;26253235674;CAFE CAPPUCCINO 3CORAÇOES CLASSIC SACHE 20g;;UN;17;50,83
1,23;27,947;0,04;1,574;0;615;LAVA LOUÇAS OESTE LIMAO 500ML;;UN;32;50,36
3,75;66,667;0,04;6,25;0;26253235583;NECTAR PICOLE CHOCOCREAM ;;UN;8;50
35,56;40,579;0,04;49,99;0;26253235926;SAND HAV FEM SLIM BRASIL RS CROCUS 35/6 UN/0001/UN;459961;UN;1;49,99
33,99;47,073;0,04;49,99;0;9798;FRALDA DESCARTAVEL PANDA HIPER XG 50FR;;UN;1;49,99
35,06;42,584;0,04;49,99;0;26253235927;SAND HAV FEM SLIM BRASIL RS CROCUS 37/8 UN/0001/UN;459962;UN;1;49,99
16,37;52,657;0,04;24,99;0;7008;CHEDDAR CANTO DE MINAS USO CULINARIO 1,2kg;;UN;2;49,98
16,02;55,993;0,04;24,99;0;26253235933;SAND HAV FEM ELEGANCE RS BALLET 39/0 UN/0001/UN;470994;UN;2;49,98
16,71;49,551;0,04;24,99;0;10244;MASCARA PANTENE HIDRATACAO INTENSIVA 270ML;;UN;2;49,98
17,76;40,709;0,04;24,99;0;11563;LEITE NINHO FORTI + INSTANTANEO 380G;;UN;2;49,98
0;0;0,04;5;0;14951;MASSA PARA TAPIOCA LOPES 1kg;;UN;10;49,96
7,2;38,75;0,04;9,99;0;17323;AGUA DE COCO MARI COCO 1L;;UN;5;49,95
6,57;52,055;0,04;9,99;0;5639;CREME DENTAL COLGATE TOTAL 12 ADVANCED FRESH 90G;;UN;5;49,95
6,89;44,993;0,04;9,99;0;14350;PAO DE HAMBURGUER 600G GOLDEN SOFT;;UN;5;49,95
5,1;39,86;0,04;7,133;0;15585;FINI GELATINA BANANA 90G;;UN;7;49,93
2,9;72,069;0,04;4,99;0;1665;SABONETE DOVE ORIGINAL 90G;;UN;10;49,9
2,99;66,89;0,04;4,99;0;19582;AZEITONAS VERDES  SEM CAROÇO MUCHO GUSTO 250G;;UN;10;49,9
0,5;78;0,04;0,89;0;1785;SABONETE SOFT CARE LIRIO BRANCO COM MARACUJA 18G;;UN;56;49,84
3,97;38,539;0,04;5,5;0;1680;ABSORVENTES INTIMUS SEM ABAS COBERTURA EXTRA SUAVE 8UN;;UN;9;49,5
2,5;80;0,04;4,5;0;8373;NECTAR PICOLE SENSAÇÃO RECHEADO;;UN;11;49,5
12,63;30,562;0,04;16,49;0;3418;DOCE DE LEITE TRIANGULO MINEIRO PASTOSO 800G;;UN;3;49,47
11,94;38,107;0,04;16,49;0;11377;BATATA RUFFLES CEBOLA E SALSA  115G;;UN;3;49,47
3,2;40,313;0,04;4,49;0;19820;BATATA CHIPS  NATURAL  40G;;UN;11;49,39
2,1;66,667;0,04;3,5;0;12258;GUARDANAPO MILI BIG PACK 100FOLHAS (21x22);;UN;14;49
16,9;44,97;0,04;24,5;0;26253235893;BANANADA PASSAS (TB) 200G DACOLONIA;1486;UN;2;49
34,29;42,87;0,04;48,99;0;9526;CERVEJA ANTARTICA 350ML 15 LATAS;;UN;1;48,99
1,25;60;0,04;2;0;16341;AMEIXINHA DOCE DE QUEIJO 300G;;UN;24;48
1,4;63,265;0,04;2,286;0;483431946;RUPPERS SALGADINHO PIZZA 50G;12383058;UN;21;48
10,99;45,496;0,04;15,99;0;26253235913;SUCO DE GOIABA 900ML CAMPO LARGO;1682;UN;3;47,97
11,04;44,837;0,04;15,99;0;313;BAYGON  AÇAO TOTAL 360ML;;UN;3;47,97
7,81;53,521;0,04;11,99;0;9253;ADOÇANTE LINEA SUCRALOSE 75ml;;UN;4;47,96
8,1;48,025;0,04;11,99;0;11624;PRINGLES CHURRASCO 104G;;UN;4;47,96
7,5;59,867;0,04;11,99;0;3210;ACHOCOLATADO NESCAU NESTLE 350G;;UN;4;47,96
5,67;40,917;0,04;7,99;0;19094;BALY  ENERGETICO MELANCIA 473ML;;UN;6;47,94
5,19;53,95;0,04;7,99;0;17896;BALY ENERGETICO TROPICAL 473 ML;;UN;6;47,94
5,67;40,917;0,04;7,99;0;17898;BALY ENERGETICO MAÇA VERDE 473ML;;UN;6;47,94
5,9;35,424;0,04;7,99;0;14349;PAO TRADICIONAL 450G GOLDEN SOFT;;UN;6;47,94
1,59;88,05;0,04;2,99;0;15628;SAL GROSSO MASTER GRILL 1KG;;UN;16;47,84
1,73;44,509;0,04;2,5;0;13521;CHOCOLATE PECCIN TRENTO AVELAS 29g;;UN;19;47,5
11,11;52,925;0,04;16,99;0;15718;CONDICIONADOR PANTENE COLAGENO 150ML;;UN;3;47,46
6,69;41,854;0,04;9,49;0;5362;CHOCOLATE LAKA/DIAMANTE NEGRO 80g;;UN;5;47,45
1,17;70,94;0,04;2;0;5874;HALLS EXTRA FORTE 27.5G;;UN;24;47
1,48;1,351;0,04;1,5;0;18381;BALA FINI TUBES GIGANTE 27G;;UN;31;46,5
30,5;50,787;0,04;45,99;0;16206;HAVAIANA BRASIL BRANCA  37/38 ;;UN;1;45,99
30,5;50,787;0,04;45,99;0;11245;HAVAIANAS BRASIL FC PRETO 43/44;;UN;1;45,99
30,5;50,787;0,04;45,99;0;11263;HAVAIANAS BRASIL FC BRANCO ;;UN;1;45,99
32,02;43,629;0,04;45,99;0;4647;HAVAINAS KIDS SLIM ENCANTO VD 29/30;;UN;1;45,99
15,9;44,591;0,04;22,99;0;16830;SUCO DE UVA INTEGRAL OQ 1,5L;;UN;2;45,98
1,254;29,556;0,04;1,625;0;8779;LAVA LOUÇAS KIJOIA LIMAO  500ml;;UN;28;45,5
1,8;94,444;0,04;3,5;0;26253235452;NECTAR PICOLE DE LIMAO;;UN;13;45,5
4,6;41,087;0,04;6,49;0;3937;SAZON PARA CARNES 60G;;UN;7;45,43
4,45;45,843;0,04;6,49;0;19178;ENGOV UP MELANCIA 269ml;;UN;7;45,43
31,5;42,857;0,04;45;0;16254;CERVEJA HEINEKEN ZERO ALCOOL 330ML 6UN;;UN;1;45
34;32,353;0,04;45;0;2665;LEITE EM PO PIRACANJUBA INTEGRAL INSTANTANEO 1KG;;UN;1;45
3,29;36,778;0,04;4,5;0;4771;REFRI CRYSTAL FORTY LARANJA 2L;;UN;10;45
5,04;48,81;0,04;7,5;0;5056;KEEP COOLER CLASSIC MORANGO 275ML;;UN;6;45
5,04;48,81;0,04;7,5;0;5055;KEEP COOLER CLASSIC UVA 275ML;;UN;6;45
32,1;51,09;0,04;48,5;0;26253235845;HAVAIANAS KIDS SLIM PRINCESAS RS 31/2 ;471334;UN;1;45
32,075;40,265;0,04;44,99;0;19783;HAVAIANA TOP STYLE CAFE 43/44;;UN;1;44,99
9,7;54,536;0,04;14,99;0;14632;FRALDA DESCARTAVEL PANDA JUMBINHO XXG 12FR;;UN;3;44,97
10,29;45,675;0,04;14,99;0;2300;HEAD&SHOUDERS SHAMPOO ANTICASPA 200ml;;UN;3;44,97
9,7;54,536;0,04;14,99;0;10467;FRALDA DESCARTAVEL PANDA JUMBINHO  G 16FR;;UN;3;44,97
0;0;0,04;14,99;0;13596;KIT SKALA GENETIQS  FORÇA E BRILHO ;;UN;3;44,97
6,29;42,925;0,04;8,99;0;483432047;Aidar Alcool 70 - 1LT;;UN;5;44,95
5,64;32,801;0,04;7,49;0;11586;HOT POCKET SADIA X BACON;;UN;6;44,94
3,188;40,841;0,04;4,49;0;7289;SAL REFINADO CISNE TRADICIONAL 1KG;;UN;10;44,9
2,53;46,245;0,04;3,7;0;12414;COCO RALADO LA PREFERIDA ADOÇADO 100G;;UN;12;44,4
2,5;25,714;0,04;3,143;0;16822;PIRULITO MAMADEIRA EXPLODE - BUG;;UN;14;44
3,811;44,312;0,04;5,5;0;3296;NECTAR SUNDAE CHOCOLATE;;UN;8;44
14,55;51,134;0,04;21,99;0;10638;VINHO DALLA VALLE TINTO BORDO SUAVE 1L;;UN;2;43,98
7,1;54,789;0,04;10,99;0;11940;AGUA MINERAL NINA 5LITROS;;UN;4;43,96
7,99;37,578;0,04;10,993;0;11305;PRESUNTO FATIADO FRIMESA 200g;;UN;4;43,93
3,48;57,759;0,04;5,49;0;18989;SUCO DE PESSEGO NUTRI NECTAR 1L;;UN;8;43,92
2,784;43,319;0,04;3,99;0;1215;DORI AMENDOIM TIPO JAPONES 70G;;UN;11;43,89
2,54;43,701;0,04;3,65;0;1762;SABONETE PROTEX ERVA DOCE 85G;;UN;12;43,8
8,17;40,636;0,04;11,49;0;17142;CHOPP VINHO STEMPEL WHITE 600ML;;UN;4;43,59
28,99;50,052;0,04;43,5;0;856;REGISTRO DE GAS C/MANGUEIRA UTEK ;;UN;1;43,5
30,06;44,711;0,04;43,5;0;26253235925;SAND HAV FEM SLIM L ROSA CHIFFON 35/6 UN/0001/UN;474022;UN;1;43,5
30,06;44,711;0,04;43,5;0;26253235924;SAND HAV FEM SLIM L ROSA CHIFFON 39/0 UN/0001/UN;474024;UN;1;43,5
1,89;42,857;0,04;2,7;0;3773;EXTRATO DE TOMATE FUGINI 300G;;UN;16;43,2
28,5;50,842;0,04;42,99;0;26253235919;SAND HAV FEM SLIM GLOSS PTO 39/0 UN/0001/UN;471050;UN;1;42,99
28,9;48,754;0,04;42,99;0;483431913;SAND HAV FEM SLIM SQUARE RS 37/8 UN/0001/UN;464642;UN;1;42,99
28,9;48,754;0,04;42,99;0;483431914;SAND HAV FEM SLIM SQUARE RS 39/0 UN/0001/UN;464643;UN;1;42,99
28,5;50,842;0,04;42,99;0;26253235922;SAND HAV FEM SLIM ORGANIC RS GOLD 39/0 UN/0001/UN;471099;UN;1;42,99
28,69;49,843;0,04;42,99;0;78983739;HAVAIANA SLIM LILAS ESCURO 37/8;;UN;1;42,99
28,46;51,054;0,04;42,99;0;16203;HAVAIANA SLIM GLOSS AMARANTO ;;UN;1;42,99
14,58;47,394;0,04;21,49;0;2349;ACHOCOLATADO TODDY ORIGINAL 750G;;UN;2;42,98
1,27;40,945;0,04;1,79;0;12275;MACARRAO INSTATANEO SANDELLA TOMATE 70G;;UN;24;42,96
5,679;49,488;0,04;8,49;0;1212;AMENDOIM PETTIZ CEBOLA E SALSA 120G;;UN;5;42,45
4,9;42,857;0,04;7;0;15356;CERVEJA SPATEN LONG NECK 330ML;;UN;6;42
9,91;41,171;0,04;13,99;0;9646;MOELA SUPER FRANGO 1KG;;UN;3;41,97
10,27;36,222;0,04;13,99;0;1710;SHAMPOO SEDA CERAMIDAS 325ML;;UN;3;41,97
6,62;58,459;0,04;10,49;0;3208;CHOCOLATE NESTLE SUFLAIR DUO 80g;;UN;4;41,96
4,7;48,723;0,04;6,99;0;2979;COOKIE BAUDUCCO FINI PINTA LINGUA AZ 96g ;;UN;6;41,94
4,8;45,625;0,04;6,99;0;19692;BROWNIE CREME DE AVELA 80G;;UN;6;41,94
5,1;37,059;0,04;6,99;0;483432099;BALAS GELAT FINI OVOS FRITOS 80g;473778;UN;6;41,94
4,83;44,72;0,04;6,99;0;7806;GATORADE LARANJA 500ML;;UN;6;41,94
4,11;45,742;0,04;5,99;0;18361;BOLACHA ADORALLE MAIZENA 300G;;UN;7;41,93
4,75;26,105;0,04;5,99;0;15077;REFRIGERANTE JAÓ UVA 2L;;UN;7;41,93
1,26;38,492;0,04;1,745;0;17219;LAVA LOUÇAS KI JOIA NEUTRO 500ML;;UN;24;41,88
0,97;72,165;0,04;1,67;0;4094;MACARRAO INSTANTANEO CRISTAL GALINHA 80G;;UN;25;41,75
9,49;46,47;0,04;13,9;0;26253235915;PAO DE ALHO BAGUETE TRAD 350G RAMOS;640;UN;3;41,7
1,8;52,778;0,04;2,75;0;1862;MENTOS RAINBOW 14UN DE 37/5G;;UN;15;41,25
1,7;61,765;0,04;2,75;0;1865;STICK MENTOS TUTTI FRUTTI ;;UN;15;41,25
4,07;42,26;0,04;5,79;0;19150;CREME DENTAL SORRISO TRIPLA LIMPEZA 140g;;UN;7;40,53
10,25;31,707;0,04;13,5;0;18612;OREGANO SACHE 100g  GOIAS ;;UN;3;40,5
9,39;43,663;0,04;13,49;0;11774;VELA BUFFET CITROLUX REPELENTE 2UN DE 90G;;UN;3;40,47
10,3;30,971;0,04;13,49;0;17343;AMACIANTE DOWNY FRESCOR DE PRIMAVERA 500ml;;UN;3;40,47
0,25;40;0,03;0,35;0;16892;CHICLETE BUBBALOO UNITARIO;;UN;115;40,25
2,97;49,832;0,03;4,45;0;2630;PINDUCA PIPOCA PARA MICROONDAS MANTEIGA 100g;;UN;9;40,05
2,5;60;0,03;4;0;12987;SODA LIMONADA LATA 350ml - UNIDADE;;UN;10;40
7;42,857;0,03;10;0;13598;ACHOCOLATADO PIRAKIDS 200ml - 7 UNIDADES;;UN;4;40
5,75;39,13;0,03;8;0;11771;CERVEJA HEINEKEN ZERO ALCOOL  LONG NECK 330ml;;UN;5;40
3,5;42,857;0,03;5;0;2115;BOLHA DE SABAO DIVERTIDAS PEQUENA  - BUG;;UN;8;40
1,55;61,29;0,03;2,5;0;18733;SAL REFINADO  MASTER 1KG;;UN;16;40
26,725;49,635;0,03;39,99;0;19792;HAVAIANAS MASCULINA TOP BASIC 41/42;;UN;1;39,99
27,13;47,401;0,03;39,99;0;26253235701;SAND HAV FEM SLIM L PESSEGO 37/8 UN/0001/UN;471068;UN;1;39,99
26,75;49,495;0,03;39,99;0;26253235840;HAVAIANAS  MASC TOP ALOHA PTO 43/44;471485;UN;1;39,99
27,13;47,401;0,03;39,99;0;26253235698;SAND HAV FEM SLIM L VERDE MATCHA 37/8 UN/0001/UN;471074;UN;1;39,99
30;33,3;0,03;39,99;0;26253235524;FIU FIU SABOR ABACAXI COM HORTELÃ 750 ML;;UN;1;39,99
28,46;40,513;0,03;39,99;0;19788;HAVAIANA SLIM ORGANIC PRETA ;;UN;1;39,99
27,38;46,056;0,03;39,99;0;26253235862;SAND HAV FEM SLIM L PTO 37/8 UN/0001/UN;447534;UN;1;39,99
22,27;79,569;0,03;39,99;0;4690;VINHO RESERVADO CARMENERE 750ML;;UN;1;39,99
14,297;39,822;0,03;19,99;0;5308;HAVAIANAS COLOR AZUL NAVAL 39/40;;UN;2;39,98
12;66,583;0,03;19,99;0;6703;HAVAIANAS COLOR PRETO 33/34;;UN;2;39,98
24,28;-17,669;0,03;19,99;0;10888;IPANEMA SEM IGUAL SANDALIA FEM PT/AM;;UN;2;39,98
13,35;49,738;0,03;19,99;0;3379;DESODORANTE REXONA IMPACTO MEN AEROSOL 150ML/90G;;UN;2;39,98
6,32;58,07;0,03;9,99;0;1443;CREME DENTAL COLGATE TOTAL 12 WHITENING 90G;;UN;4;39,96
7,02;42,308;0,03;9,99;0;17778;ELIMINADOR DE ODOR PET OESTE LAVANDA 2L;;UN;4;39,96
5,764;38,619;0,03;7,99;0;18754;PAPEL ALUMINIO GLOBOPACK (7,5x45cm);;UN;5;39,95
5,65;41,416;0,03;7,99;0;1214;AMENDOIM CROCANTE PETTIZ PIMENTA VERMELHA 120G;;UN;5;39,95
3,2;149,688;0,03;7,99;0;19843;PAPEL TOALHA SORELLA UNI (200toalhas);;UN;5;39,95
2,84;40,493;0,03;3,99;0;19202;CREME DENTAL SORRISO DENTES BRANCOS 90G;;UN;10;39,9
2,52;58,333;0,03;3,99;0;18089;MILHO DE PIPOCA TIO TONICO DICEL 500G;;UN;10;39,9
2,99;33,445;0,03;3,99;0;18051;SUCO DE UVA CAMPO LARGO 200-ml caixinha;;UN;10;39,9
1,52;-25,752;0,03;1,129;0;8445;DIPLOKO MINI JELLY DIVERSOS 10g;;UN;35;39,5
1,23;28,228;0,03;1,577;0;613;LAVA LOUÇAS OESTE CLEAN 500ML;;UN;25;39,43
2,43;48,148;0,03;3,6;0;14251;SABAO EM BARRA YPE NEUTRO 180G -UND;;UN;11;39,08
8,7;49,31;0,03;12,99;0;1719;SUCO NUTRI 100% CAJU E MAÇA 1,35LTS  ;;UN;3;38,97
9,19;41,349;0,03;12,99;0;6578;OLD SPICE DESODORANTE AERO VIP 150ml;;UN;3;38,97
9,49;36,881;0,03;12,99;0;14805;BOLO DE CHOCOLATE GOLDEN SOFT 400G;;UN;3;38,97
5,5;18;0,03;6,49;0;26253235724;SUPLEMENTO PRO FORCE CAFE ENERGIA 50ml;20027;UN;6;38,94
9,49;36,881;0,03;12,99;0;15058;BOLO DE CENOURA GOLDEN SOFT 400G;;UN;3;38,84
2,52;18,651;0,03;2,99;0;14089;ESPONJA MULTIUSO CONDOR UND;;UN;13;38,81
6;29,167;0,03;7,75;0;26253235455;NECTAR PICOLE EXTRUSADO PRIME WHITE;;UN;5;38,75
1,7;61,765;0,03;2,75;0;6564;STICK MENTOS MINT 14UN 37.5G;;UN;14;38,5
2,44;43,033;0,03;3,49;0;15787;ESCOVA DE DENTE DENTIL CARBOX MEDIA 1UN;;UN;11;38,39
9,5;42,105;0,03;13,5;0;19095;BATATA RUFFLES SABOR CEBOLA E SALSA LATA 100G;;UN;3;38,02
1,1;81,818;0,03;2;0;13948;DOCE DE BANANA TABLETE ;;UN;19;38
13,35;42,247;0,03;18,99;0;1532;DESODORANTE REXONA POWDER DRY AEROSOL 150ML/90G;;UN;2;37,98
6,11;55,319;0,03;9,49;0;16683;NUTRATA PROTO WAFER 7g - CHOCOLATE BELGA;;UN;4;37,96
25;51,6;0,03;37,9;0;17937;AZEITE DE OLIVA EXTRA VIRGEM TERRASA 500ML;;UN;1;37,9
8,33;50,06;0,03;12,5;0;16048;ESCOVA DE DENTE COLGATE MACIA ZIG ZAG 2UN;;UN;3;37,5
1,88;32,979;0,03;2,5;0;7668;CUSCUZ SINHA TRADICIONAL 500G;;UN;15;37,5
15,99;17,198;0,03;18,74;0;18553;AMACIANTE DE ROUPAS ZUPP LAVANDA 5L ;;UN;2;37,48
8,29;50,663;0,03;12,49;0;19038;OLEO CORPORAL PAIXAO AMEIXA RUBI 100ML;;UN;3;37,47
4,42;69,457;0,03;7,49;0;69;SABAO EM PO TIXAN YPE MACIEZ 400G;;UN;5;37,45
8,58;45,571;0,03;12,49;0;9465;REQUEIJAO CANTO DE MINAS 200g;;UN;3;37,34
12,95;42,857;0,03;18,5;0;4532;PALMITO INTEIRO IMPERADOR 180g;;UN;2;37
29;27,552;0,03;36,99;0;10063;CAFE 3 CORAÇOES TRADICIONAL 500G;;UN;1;36,99
23,09;60,199;0,03;36,99;0;4687;VINHO RESERVADO MERLOT CABERNET SAUVIGNON 750ML (1);;UN;1;36,99
5,54;11,252;0,03;6,163;0;18680;Bisnaguinha Visconti 240g;;UN;6;36,98
0,99;68,687;0,03;1,67;0;4097;MACARRAO INSTANTANEO CRISTAL CARNE 80G;;UN;22;36,74
1,89;21,429;0,03;2,295;0;3028;LAVA LOUÇAS YPE COCO 500ml;;UN;16;36,72
6,65;42,857;0,03;9,5;0;26253235682;PANO SACO QUADRICULADO COLORIDO;;UN;4;36,64
2,51;59,363;0,03;4;0;6289;PEPSI LATA 350ml - UNIDADE;;UN;9;36
1,39;43,937;0,03;2;0;26253235948;DORI GOMA JUBES FRUTAS UN;11709;UN;18;36
24,34;47,864;0,03;35,99;0;78983810;MOSTARDA CEPERA GALAO 3,3KG;;UN;1;35,99
25,33;42,084;0,03;35,99;0;4741;VODKA ORLOFF 1L;;UN;1;35,99
12,19;47,58;0,03;17,99;0;16281;LENÇO UMEDECIDO PAMPERS CHEIRINHO DE BEBE (48un);;UN;2;35,98
12,43;44,73;0,03;17,99;0;19340;ESCOVA MAYA DOMPEL ;;UN;2;35,98
12,19;47,58;0,03;17,99;0;4303;SABONETE PALMOLIVE LIQUIDO 220ml;;UN;2;35,98
12,393;45,159;0,03;17,99;0;26253235950;DORI AM.PETTIZ CROCANTE CEB.SALSA 350GR;12574;UN;2;35,98
12,57;43,119;0,03;17,99;0;10359;CASA E PERFUME MISTERO DI AMORE 2L;;UN;2;35,98
8,1;48,025;0,03;11,99;0;12820;PRINGLES CREME E CEBOLA 104G;;UN;3;35,97
5,99;50,083;0,03;8,99;0;18855;GOIAS GRANOLA PURA 500G;;UN;4;35,96
6,3;42,698;0,03;8,99;0;17231;SEQUILHOS DICEL SABOR LEITE 350G;;UN;4;35,96
4,98;20,281;0,03;5,99;0;18542;LAMPADA LED ALIANCE 90W;;UN;6;35,94
4,16;43,99;0,03;5,99;0;218;CERA VEGETAL KI JOIA INCOLOR 750ML (1);;UN;6;35,94
3,1;44,839;0,03;4,49;0;7314;RECHEADINHO BAUDUCCO SABOR GOIABA 112G;;UN;8;35,92
3,1;44,839;0,03;4,49;0;8101;RECHEADINHO BAUDUCCO SABOR CHOCOLATE 104G;;UN;8;35,92
28;28,214;0,03;35,9;0;15515;FARDO 10 UN FARINHA DE TRIGO SOTRIGO  ;;FD;1;35,9
6;48,333;0,03;8,9;0;11083;BRINQUEDO PISTOLA DE AGUA;;UN;4;35,6
12,67;40,489;0,03;17,8;0;1684;ABSORVENTE INTIMUS COM ABAS EXTRA SUAVE 32un;;UN;2;35,6
5,99;46,745;0,03;8,79;0;26253235905;QVITA SACHE GENGIBRE,CRAVO E CANELA;133;UN;4;35,16
1,25;100;0,03;2,5;0;5471;DOCE DE LEITE TABLETE;;UN;14;35
1,4;66,667;0,03;2,333;0;16679;RUPPERS SALGADINHO NATURAL 45g;;UN;15;35
23,48;49,02;0,03;34,99;0;6154;HAVAIANA KIDS TOP DISNEY AZ LAVANDA 27/28;;UN;1;34,99
23,01;52,064;0,03;34,99;0;14099;GIN ROCKS SECO 995ml;;UN;1;34,99
22,9;52,795;0,03;34,99;0;26253235786;VINHO ARGENTINA TRIVENTO WHITE MALBEC 750ML;12383379;UN;1;34,99
22,9;52,795;0,03;34,99;0;26253235787;VINHO ARGENTINA TRIVENTO ROSE MALBEC 750ML;12383378;UN;1;34,99
22,9;52,795;0,03;34,99;0;26253235788;VINHO ARGENTINA TRIVENTO RESERVE MALBEC 750ML;12383380;UN;1;34,99
22,74;53,87;0,03;34,99;0;78983784;SOBRINHA NPD COM APITO;;UN;1;34,99
22,94;52,528;0,03;34,99;0;26253235969;FRALDA BABYSEC ULTRASEC PANTS MEGA XXG 20UN;487477;UN;1;34,99
24,98;40,072;0,03;34,99;0;782;ESFREGAO SHOW CONDOR;;UN;1;34,99
23,48;49,02;0,03;34,99;0;3150;HAVAIANA KIDS TOP DISNEY AZ LAVANDA 23/24;;UN;1;34,99
13,5;29,556;0,03;17,49;0;4045;EXTRATO DE TOMATE FUGINI 1,7KG;;UN;2;34,98
12,47;40,257;0,03;17,49;0;178;PEDREX START LIMPA PEDRAS 2L;;UN;2;34,98
12,24;42,892;0,03;17,49;0;312;INSETICIDA JOHNSON RAID COM OLEO DE EUCALIPTO 420ML/316G;;UN;2;34,98
0,97;72,165;0,03;1,67;0;4093;MACARRAO INSTANTANEO CRISTAL CARNE COM TOMATE 80G;;UN;21;34,97
4,68;49,359;0,03;6,99;0;501;UTEK SACA ROLHA CABO PLASTICO VIEL 1UN;;UN;5;34,95
5,5;27,091;0,03;6,99;0;18204;FEIJAO CARIOCA O FAVORITO 1KG;;UN;5;34,95
4,35;60,69;0,03;6,99;0;19590;ALCOOL ITAJA LAVANDA 46° 1L;;UN;5;34,95
3,28;52,134;0,03;4,99;0;2459;FERMENTO EM PO ROYAL 100g;;UN;7;34,93
23,9;46,025;0,03;34,9;0;26253235897;MELADO ORGANICO 440G DACOLONIA;1487;UN;1;34,9
7,37;56,038;0,03;11,5;0;2458;FERMENTO PO ROYAL 250G;;UN;3;34,5
8,1;41,852;0,03;11,49;0;10922;PAO DE ALHO TRADICIONAL CAMPONELLA ;;UN;3;34,47
2,98;42,617;0,03;4,25;0;5806;SABONETE PALMOLIVE FRESCOR NUTRITIVO 150g;;UN;8;34
1,03;94,175;0,03;2;0;16550;SABONETE SIENE  PROTEINAS DO LEITE 85 G;;UN;17;34
1,493;42,379;0,03;2,125;0;26253235668;BISCOITO RANCHEIRO RECHEADO MORANGO 90G;;UN;16;34
12,3;38,13;0,03;16,99;0;1332;CONDICIONADOR SEDA PRETOS LUMINOSOS 325ML;;UN;2;33,98
11,28;50,621;0,03;16,99;0;4048;EXTRATO DE TOMATE ELEFANTE 850G;;UN;2;33,98
11,68;45,462;0,03;16,99;0;13086;CASA E PERFUME BELA FLORE 2L;;UN;2;33,98
11,55;47,1;0,03;16,99;0;1421;SHAMPOO HEARD E SHOULDERS ANTICOCEIRA 200ml;;UN;2;33,98
11,11;52,925;0,03;16,99;0;13835;CONDICIONADOR BAMBU PANTENE 150ml;;UN;2;33,98
11,81;43,861;0,03;16,99;0;6183;ODORIZANTE DE AMBIENTE GLADE LEMBRANÇAS DE INFANCIA 360ML;;UN;2;33,91
6,05;40,331;0,03;8,49;0;13179;PAO INTEGRAL VISCONTI 400G;;UN;4;33,87
0,5;-80;0,03;0,1;0;78983719;BALINHAS DIVERSAS;;UN;338;33,8
0,65;52,308;0,03;0,99;0;7368;SABONETE ISACARE CONFORTO DE AMENDOAS 80G;;UN;34;33,66
1,4;70,918;0,03;2,393;0;14838;RUPPERS SALGADINHO CHURRASCO 50G;;UN;14;33,5
1,75;100;0,03;3,5;0;12557;FLANELA LARANJA 40CM X 60CM LIMPA LAR;;UN;10;33
11,448;44,126;0,03;16,5;0;26253235942;SACO LIXO GEO 100L PRETO ROLO (10UN );000000004000000040;UN;2;33
25,99;26,933;0,03;32,99;0;3854;PALMITO IMPERADOR 800g;;UN;1;32,99
11,55;42,771;0,03;16,49;0;19275;BAYGON JOHNSON AÇAO TOTAL 360ML/219G;;UN;2;32,98
5,62;95,552;0,03;10,99;0;12606;AGUA MINERAL LA PRIORI 5LITROS;;UN;3;32,97
7,59;44,796;0,03;10,99;0;969;PANO YPE PERFEX MULTIUSO 5UN DE 60CMX33CM;;UN;3;32,97
7,95;38,239;0,03;10,99;0;26253235633;PILHA STARLUX ALCALINA ENERGY AA 4UN;;UN;3;32,97
7,97;37,892;0,03;10,99;0;2783;POLVILHO AZEDO DO ZE 1KG;;UN;3;32,97
7,99;37,547;0,03;10,99;0;17140;CHOPP VINHO RED DRAFT CAMPO LARGO 500ml;;UN;3;32,97
3,33;64,865;0,03;5,49;0;7427;DESINFETANTE OESTE CITRONELA 2L;;UN;6;32,94
3,33;64,865;0,03;5,49;0;6791;DESINFETANTE OESTE HERBAL 2L;;UN;6;32,94
2,65;37,736;0,03;3,65;0;7304;SABONETE PROTEX PROPOLIS 85G;;UN;9;32,85
1,65;51,515;0,03;2,5;0;19606;TRIUNFO BISCOITO RECHEADO CHOCOLATE 120g;;UN;13;32,5
0;0;0,03;0,5;0;17596;PAÇOQUINHA AMENDUPA 15G 1UN;;UN;65;32,5
1,5;66,667;0,03;2,5;0;19599;AMENDOIM FRITO SEM PELE AMENDOKERO 50g;;UN;13;32,5
3;116,333;0,03;6,49;0;10664;OLEO DE SOJA BRASILEIRO COMIGO 900ml;;UN;5;32,45
4,55;42,637;0,03;6,49;0;3690;MILHO DE PIPOCA PREMIUM  GOIAS 500g;;UN;5;32,45
4,49;44,543;0,03;6,49;0;5028;FARINHA DE MILHO 500GR DICEL;;UN;5;32,45
3,33;94,895;0,03;6,49;0;16701;QUASE PRONTO PIZZA BROTINHO PRESUNTO E MUSSARELA  130G;;UN;5;32,45
4,45;45,843;0,03;6,49;0;15815;ENGOV UP ORIGINAL 269ml;;UN;5;32,45
0,99;90,909;0,03;1,89;0;19264;MOLHO HOT DOG DEZ;;UN;17;32,13
