custo_medio_venda;faturamento_margem_lucro_liquido;percentual;preco_medio_venda;vei_peso_liquido;vei_produto_codigo_interno;vei_produto_nome;vei_produto_sku;vei_produto_unidade;vei_quantidade;vei_valor_total
1,91;41,361;0,01;2,7;0;13101;MIOJO NISSIN LAMEN COSTELA 80g;;UN;4;10,8
7,7;40,13;0,01;10,79;0;10313;ADOÇANTE ZERO CAL SUCRALOSE 100ml;;UN;1;10,79
6,96;50,862;0,01;10,5;0;15961;RALINHO UTEK INOX 9CM L/ PREMIUM;;UN;1;10,5
0,1;100;0,01;0,2;0;2465;CHICLETE BUZZY UNITARIO;;UN;53;10,5
7,07;48,515;0,01;10,5;0;9162;POWERDENT KIT ORAL SOS 2600;;UN;1;10,5
2,1;66,667;0,01;3,5;0;3148;GELO BONABOCA SABORIZADO MARACUJA 190G;;UN;3;10,5
2,47;41,7;0,01;3,5;0;17721;BALAS FINI BANANAS 35g;;UN;3;10,5
2,37;47,679;0,01;3,5;0;2644;PIPOCA DE MICROONDAS VELLY NATURAL 90G;;UN;3;10,5
2,1;66,667;0,01;3,5;0;13248;GELO BONABOCA SABORIZADO SAL E LIMAO 190G;;UN;3;10,5
2,38;47,059;0,01;3,5;0;15602;TEMPERO ALHO E SAL GOIAS 300g;;UN;3;10,5
2,18;60,55;0,01;3,5;0;9209;BALA FINI 35g MINHOCAS;;UN;3;10,5
6,99;50,072;0,01;10,49;0;19416;GELEIA DE MOCOTO  NATURAL 400g;;UN;1;10,49
8,11;29,346;0,01;10,49;0;3664;ALHO FRITO GOIAS POTE 60g;;UN;1;10,49
6,94;51,153;0,01;10,49;0;6717;SHAMPOO PALMOLIVE CERAMIDAS FORCE 350ml;;UN;1;10,49
5,65;85,664;0,01;10,49;0;78983668;COPO DESCARTAVEL ALTACOPPO 400ML;;UN;1;10,49
2,44;43,033;0,01;3,49;0;18103;ESPONJA DE AÇO STARLUX 1UN ;;UN;3;10,47
2,05;70,244;0,01;3,49;0;3633;CANELA EM PO FIBRA FORTE 10G;;UN;3;10,47
2,28;53,07;0,01;3,49;0;7877;FOSFOROS FIAT LUX EXTRA LONGOS 50 FOSFOROS;;UN;3;10,47
2,56;36,328;0,01;3,49;0;4118;MACARRAO CRISTAL SEMOLA PADRE NOSSO 500G;;UN;3;10,47
2,2;58,636;0,01;3,49;0;15487;UTEK LIXA PARA UNHA ;;UN;3;10,47
1,667;49,997;0,01;2,5;0;26253235757;RITTER BARRA CEREAIS CAPUCCINO 25g;432;UN;4;10
1,69;47,929;0,01;2,5;0;19493;TEMPERO EM PO DEZ PARA AVES 50G;;UN;4;10
1,68;48,81;0,01;2,5;0;11636;SUCO REFRESKANT ABACAXI 110g;;UN;4;10
1,75;42,857;0,01;2,5;0;3926;CALDO KNORR COSTELA 57G;;UN;4;10
1,12;123,214;0,01;2,5;0;10117;AÇAFRAO DA TERRA FIBRA FORTE 20g;;UN;4;10
1,81;38,122;0,01;2,5;0;26253235759;RITTER BARRA DE CEREAIS MORANGO C/CHOCOLATE 25g;573;UN;4;10
0,98;155,102;0,01;2,5;0;1853;CHICLETE MENTOS PURE FRESH 5UN DE 8/5G;;UN;4;10
5,99;66,778;0,01;9,99;0;19470;MARSHMALLOWS FINI TORÇÃO AZUL 250G;;UN;1;9,99
5,833;71,282;0,01;9,99;0;26253235943;LIMPA PORCELANATO GEO 0,5L ;000000004000000100;UN;1;9,99
6,99;42,918;0,01;9,99;0;3374;DESODORANTE AERO MONANGE FRUTAS VERMELHAS  150ML;;UN;1;9,99
6,99;42,918;0,01;9,99;0;18722;NEUTRALIZADOR DE ODORES OESTE 2ltS - HERBAL;;UN;1;9,99
6,71;48,882;0,01;9,99;0;10248;DESODORANTE BOZZANO AERO EXTREME 150ml;;UN;1;9,99
6,99;42,918;0,01;9,99;0;26253235822;LINHA DE PESCA;;UN;1;9,99
1,75;42,714;0,01;2,498;0;2159;BISCOITO BELA VISTA TUCS CHURRASCO 100G;;UN;4;9,99
6,71;48,882;0,01;9,99;0;26253235801;BOZZANO POWER PROTECTION;;UN;1;9,99
6,45;54,884;0,01;9,99;0;17707;DESODORANTE MONANGE AERO EXTRATO DE OLIVA 150ml;;UN;1;9,99
5,99;66,778;0,01;9,99;0;16690;MARSHMALLOWS FINI TORÇAO RECHEADINHO 250g;;UN;1;9,99
6,08;64,309;0,01;9,99;0;17172;RAÇÃO CHANIN ADULTOS SABOR PEIXE 1KG;;UN;1;9,99
7,02;42,308;0,01;9,99;0;16961;DESODORANTE NUAGE MASC ELEGANCE 150ML;;UN;1;9,99
6,97;43,329;0,01;9,99;0;19002;SABONETE LIQUIDO ISACARE LAVANDA GRAPE 500ML;;UN;1;9,99
7,02;42,308;0,01;9,99;0;16959;DESODORANTE NUAGE FEMME DIVA 150ML;;UN;1;9,99
6,45;54,884;0,01;9,99;0;17692;DESODORANTE MONANGE AEROSOL DETOX FRESH 150ml;;UN;1;9,99
6,71;48,882;0,01;9,99;0;6103;DESODORANTE MONANGE AERO FLOR DE LAVANDA 150ml;;UN;1;9,99
3,48;43,391;0,01;4,99;0;16599;TORRADA INTEGRAL VISCONTI 120G;;UN;2;9,98
2,87;73,868;0,01;4,99;0;506;UTEK RALO P/PIA AMERICANO;;UN;2;9,98
3,35;48,955;0,01;4,99;0;895;FOSFORO FIAT LUX BEIJA FLOR 10 CAIXAS COM 40UN CADA;;UN;2;9,98
3,17;57,413;0,01;4,99;0;2891;CADERNO JANDAIA VERDE 96 FOLHAS ;;UN;2;9,98
3,58;39,385;0,01;4,99;0;16369; WAFER BAUDUCCO CHOCOLATE COM AVELA 140g;;UN;2;9,98
3,89;28,278;0,01;4,99;0;15033;SUCO DE LARANJA CAMPO LARGO 200-ml caixinha;;UN;2;9,98
3,458;44,307;0,01;4,99;0;13035;PIPOCA ESPECIAL POP UP SABOR CHOCOLATE 50G;;UN;2;9,98
1,195;66,583;0,01;1,99;0;18081;BEL MORANGUETE BOMBOM 25g;;UN;5;9,95
7,07;40,028;0,01;9,9;0;3666;ALHO GOIAS EM CARTELA 150g;;UN;1;9,9
0,11;127,273;0,01;0,25;0;26253235953;DORI BALAS CHICLE BOLETE  GR;12585;UN;39;9,75
2,21;44,796;0,01;3,2;0;7310;BISCOITO RECHEADO BAUDUCCO MORANGO 140G;;UN;3;9,6
5,95;59,832;0,01;9,51;0;5843;CONDICIONADOR PALMOLIVE NUTRIÇAO EXTRAORDINARIA 350ml;;UN;1;9,51
6,53;45,482;0,01;9,5;0;18676;SACO PARA LIXO  REFORÇADO PURA CASA 15L;;UN;1;9,5
6,64;42,922;0,01;9,49;0;5489;BOLAS DE ALGODAO TOPZ 95g;;UN;1;9,49
6,24;52,083;0,01;9,49;0;5842;SHAMPOO PALMOLIVE PRETOS VIBRANTES 350ml;;UN;1;9,49
6,5;46;0,01;9,49;0;6807;MORTADELA TIPO BOLOGNA FRIMESA 200g;;UN;1;9,49
6,31;50,396;0,01;9,49;0;483431875;SABONETE  LIQUIDO MONANGE  FRUTAS VERMELHAS 240ml ;;UN;1;9,49
5,34;77,715;0,01;9,49;0;16150;SHAMPOO DARLING TILIA 350ML;;UN;1;9,49
0,97;157,732;0,01;2,5;0;1854;CHICLETE MENTOS PURE FFRUT 5UN DE 8/5G;;UN;4;9,48
3,35;40;0,01;4,69;0;2356;AMIDO DE MILHO MAIZENA 200G;;UN;2;9,38
3,168;44,909;0,01;4,59;0;26253235940;MULTI GEO LIMPEZA PESADA 0,5L ;000000003000000281;UN;2;9,18
0,7;114,286;0,01;1,5;0;16040;SUCO EM PO REFRESKANT 20g MARACUJA ;;UN;6;9
3,05;47,541;0,01;4,5;0;15134;ANZOL MARINE 8 (10X1);;UN;2;9
3,19;41,066;0,01;4,5;0;4774;REFRI CRYSTAL FORTY LIMAO 2L;;UN;2;9
1,25;80;0,01;2,25;0;7698;TAMPO DE BORRACHA GDE UTEK;;UN;4;9
1,6;40,625;0,01;2,25;0;19498;MOLHO BOLONHESA DEZ 300G;;UN;4;9
6,61;36,006;0,01;8,99;0;12196;PASTILHA ELETRICA RAID COM OLEO DE EUCALIPTO 12UN;;UN;1;8,99
5,54;62,274;0,01;8,99;0;532;UTEK SIFAO SANFONADO 1UN;;UN;1;8,99
5,81;54,733;0,01;8,99;0;6871;AÇUCAR MASCAVO DONA RAIZ 500G;;UN;1;8,99
6,27;43,381;0,01;8,99;0;13226;LEMON PEPPER GOIAS POTE 100g;;UN;1;8,99
5,7;57,719;0,01;8,99;0;17227;AMACIANTE GEO FLORAL 2L;;UN;1;8,99
5,8;55;0,01;8,99;0;16452;TOALHA UMEDECIDA KISSES C/TAMPA 90T;;UN;1;8,99
6,27;43,381;0,01;8,99;0;6912;VEJA LIMPEZA PESADA X14 CLORO ATIVO 500ML;;UN;1;8,99
6,41;40,25;0,01;8,99;0;2485;CHA LEAO FUZE MAÇA 10 SAQUINHOS DE 20G;;UN;1;8,99
7,03;27,881;0,01;8,99;0;18540;LAMPADA LED ALIANCE 100W;;UN;1;8,99
5,78;55,536;0,01;8,99;0;19160;SABONETE LIQUIDO PALMOLIVE NATURALS CAMELIA 250ml;;UN;1;8,99
2,68;67,537;0,01;4,49;0;17120;AZEITONA VERDE RECHEADA 120G MUCHO GUSTO;;UN;2;8,98
1,99;50,251;0,01;2,99;0;841;ESCOVA PARA LAVAR CONDOR MULTIUSO ;;UN;3;8,97
1,53;95,425;0,01;2,99;0;3982;KETCHUP FUGINI ORIGINAL 180G;;UN;3;8,97
1,93;54,922;0,01;2,99;0;19223;CREME DENTAL SORRISO TRIPLA LIMPEZA COMPLETA 70G;;UN;3;8,97
1,27;40,945;0,01;1,79;0;13121;MACARRAO INSTANNEO SANDELLA CARNE 80g;;UN;5;8,95
5,99;46,745;0,01;8,79;0;26253235901;QVITA SACHE MAÇA 15G;115;UN;1;8,79
3,02;40,728;0,01;4,25;0;4321;SABONETE PALMOLIVE HIDRATAÇAO MELANCIA 150g;;UN;2;8,5
2,77;53,43;0,01;4,25;0;15741;TEMPERO COMPLETO GOIAS 300g;;UN;2;8,5
3,02;40,728;0,01;4,25;0;15353;SABONETE PALMOLIVE NUTRIÇAO GELEIA REAL 150g;;UN;2;8,5
6;41,667;0,01;8,5;0;1925;BISCOITO DE POLVILHO ZERO LACTOSE 150g - FAZENDA TABULEIRO;;UN;1;8,5
5,68;49,472;0,01;8,49;0;17640;UTEK ABRACADEIRA NYL 4,8X300MM PRETA 20UN;;UN;1;8,49
5,75;47,652;0,01;8,49;0;10057;ABSORVENTE ALWAYS SUAVE C/ABAS Px16un;;UN;1;8,49
5,76;47,396;0,01;8,49;0;9755;SUCO EM PO REFRESKANT 200g MORANGO;;UN;1;8,49
5,32;59,586;0,01;8,49;0;15531;CREME DENTAL COLGATE NATURAL EXTRACTS 70g;;UN;1;8,49
5,76;47,396;0,01;8,49;0;10250;ABSORVENTE ALWAYS SECA C/ ABAS Px16un;;UN;1;8,49
5,68;49,472;0,01;8,49;0;3715;VINAGRE CASTELO DE VINHO TINTO 750ML;;UN;1;8,49
1,9;42,105;0,01;2,7;0;4138;NISSIN LAMEN HOT MEXICANO 80g;;UN;3;8,1
0,7;42,857;0,01;1;0;26253235783;FINI PINTA LINGUA;;UN;8;8
0,62;61,29;0,01;1;0;2831;CANETA CLASSICA BIC AZUL 1UN;;UN;8;8
5,5;45,273;0,01;7,99;0;7305;DESINFETANTE PINHO SOL ORIGINAL 500ML;;UN;1;7,99
5,83;37,05;0,01;7,99;0;19873;MOLHO PARA CHURRASCO DEZ 250ML;;UN;1;7,99
5,57;43,447;0,01;7,99;0;17623;HAMBURGUER DE CARNE BOVINA MATURATTA 180G FRIBOI;;UN;1;7,99
2,58;54,651;0,01;3,99;0;19540;FILME DE PVC GLOBOPACK 15M 1UN;;UN;2;7,98
2,5;59,6;0,01;3,99;0;3688;NOZ MOSCADA BOLA REI DOS CONDIMENTOS 2UN;;UN;2;7,98
2,79;43,011;0,01;3,99;0;3630;LEMOM PEPPER FIBRA FORTE 20G;;UN;2;7,98
1,13;76,106;0,01;1,99;0;8353;PAPEL COLOMY COM 50 FOLHAS;;UN;4;7,96
5,15;53,398;0,01;7,9;0;8586;UTEK TORNEIRA FILTRO BRANCA;;UN;1;7,9
5,27;49,905;0,01;7,9;0;11499;CABIDE PRESSAO UTEK;;UN;1;7,9
1,21;106,612;0,01;2,5;0;26253235938;COQUERO DOCE DE COCO 25g;353;UN;3;7,5
1,45;72,414;0,01;2,5;0;11336;MOLHO PRONTO AZEITONA DEZ 300G;;UN;3;7,5
0,983;52,548;0,01;1,5;0;26253235763;ULTRACLER FLACONETE (ZERO ACUCAR) NTS 10ml;941;UN;5;7,5
1,2;108,333;0,01;2,5;0;78983771;AMENDOIM SEM PELE BUGIGANGA;;UN;3;7,5
1,75;42,857;0,01;2,5;0;2158;BISCOITO BELA VISTA TUCS REQUEIJAO 100G;;UN;3;7,5
1,75;42,857;0,01;2,5;0;2161;BISCOITO BELA VISTA TUCS  ORIGINAL 100G;;UN;3;7,5
1,75;42,857;0,01;2,5;0;1740;SABONETE PALMOLIVE NATURALS SENSAÇAO ARGILA PRETA 85g;;UN;3;7,5
5,5;36,364;0,01;7,5;0;2575;IOGURTE BANDEJA MORANGO E COCO CANTO DE MINAS ;;UN;1;7,5
4,65;61,075;0,01;7,49;0;2712;FILTROS PARA CAFE 103 RANCHEIRO 30UN;;UN;1;7,49
2,93;53,584;0,01;4,5;0;26253235718;LIXA DE PE E.V.A;;UN;2;7,49
4,98;50,402;0,01;7,49;0;17522;ZALIKE PIRANHA BORBOLETA 226;;UN;1;7,49
5,2;44,038;0,01;7,49;0;3887;SARDINHA GOMES DA COSTA COM OLEO 125G;;UN;1;7,49
5,28;41,856;0,01;7,49;0;26253235435;FINI GELATINA POLVO 80 G ;;UN;1;7,49
1,74;43,103;0,01;2,49;0;3620;COLORIFICO FIBRA FORTE 40G;;UN;3;7,47
1;49;0,01;1,49;0;8720;GELATINA ADOREI UVA 30G;;UN;5;7,45
4,99;45,291;0,01;7,25;0;26253235906;QVITA SACHE MELISSA 10G;132;UN;1;7,25
2,1;66,667;0,01;3,5;0;10401;GELO BONABOCA SABORIZADO LIMAO 190G;;UN;2;7
0,7;42,857;0,01;1;0;17629;MINI FINI MINHOQUINHA 15G;;UN;7;7
0,6;66,667;0,01;1;0;26253235814;MORANGUETE 9G;;UN;7;7
2,74;27,737;0,01;3,5;0;483431688;NECTAR PICOLE DE MILHO VERDE ;;UN;2;7
2,14;63,551;0,01;3,5;0;491; FITA ISOLANTE 5MTS;;UN;2;7
1,07;-6,542;0,01;1;0;17924;CREME DENTAL MENT PLUS DENTIL 1UN;;UN;7;7
1,07;-6,542;0,01;1;0;17115;CREME DENTAL DENTIL ULTRA MINT 70G;;UN;7;7
5,01;39,521;0,01;6,99;0;26253235616;DESODORANTE TRES MARCHAND CLASSIC SPRAY 100ML;;UN;1;6,99
4,79;45,929;0,01;6,99;0;17176;DESINFETANTE GEO LAVANDA 2L;;UN;1;6,99
4,18;67,225;0,01;6,99;0;3721;VINAGRE CASTELO HORTELA 750ml;;UN;1;6,99
4,19;66,826;0,01;6,99;0;19311;KETCHUP DEZ TRADICIONAL 380G;;UN;1;6,99
4,84;44,421;0,01;6,99;0;3665;PIMENTA CALABRESA GOIAS POTE 40g;;UN;1;6,99
4,79;45,929;0,01;6,99;0;18841;LOCAO HIDRATANTE SKALA CAMOMILA 400ml;;UN;1;6,99
4,89;42,945;0,01;6,99;0;17655;BISCOITOS COQUINHO 400g PRODASA;;UN;1;6,99
4,79;45,929;0,01;6,99;0;12168;CREME HIDRATANTE SKALA AMENDOAS 400ML;;UN;1;6,99
4,91;42,363;0,01;6,99;0;15957;LEITE DE COCO MAIS COCO 200ml;;UN;1;6,99
5,99;16,694;0,01;6,99;0;78983651;SAMAPI FAROFA BACON 250G;;UN;1;6,99
3,96;76,515;0,01;6,99;0;26253235890;TEMPERO COMPLETO GOIÁS 500g;;UN;1;6,99
5,28;32,386;0,01;6,99;0;16637;FINI MARSHMALLOW CORAÇAO 80g;;UN;1;6,99
5,1;37,059;0,01;6,99;0;2473;FINI MARSHMALLOW TORÇAO BAUNILHA 80g;;UN;1;6,99
5,14;35,992;0,01;6,99;0;26253235631;PILHA STARLUX ENERGY ALCALINA AAA 2UN;;UN;1;6,99
2,87;21,603;0,01;3,49;0;26253235746;GOIABINHA ( ZERO AÇUCAR) NANI 25g;21;UN;2;6,98
2,18;60,092;0,01;3,49;0;2853;GRAFITE FABER CASTELL 24un 0.5HB;;UN;2;6,98
0,35;42,857;0,01;0,5;0;16388;FOSFORO FIAT LUX CAIXNHA UNITARIA;;PT;14;6,9
4,75;42,947;0,01;6,79;0;2777;FARINHA DE ROSCA PAULISTA 500G;;UN;1;6,79
2,3;43,043;0,01;3,29;0;16345;SABONETE NIVEA ANTIBACTERIANO 85G;;UN;2;6,58
4,22;54,028;0,01;6,5;0;1079;COQUETEL CANTINHO DO VALE 880ml;;UN;1;6,5
2,15;51,163;0,01;3,25;0;494;UTEK SELO BORRACHA PQ;;UN;2;6,5
4,41;47,392;0,01;6,5;0;18668;TEMPERO DE SAL SABOR LIMAO GOIAS 130g;;UN;1;6,5
3,93;65,394;0,01;6,5;0;1908;TORRADA BAUDUCCO MULTI GRAOS 160G;;UN;1;6,5
4,1;58,293;0,01;6,49;0;7692;TORNEIRA PARA FILTRO TIC TIC UTEK;;UN;1;6,49
4,24;53,066;0,01;6,49;0;4438;BUCHA VEGETAL NATURA BOLD 123;;UN;1;6,49
4,63;40,173;0,01;6,49;0;2886;PAPEL CHAMEQUINHO INTERNACIONAL PAPER BRANCO 100UN A4;;UN;1;6,49
4,05;60,247;0,01;6,49;0;3942;SAZON LIMAO 60G;;UN;1;6,49
5,18;25,29;0,01;6,49;0;17297;VEJA MULTIUSO GOLD FLORAL 500ML;;UN;1;6,49
4,18;55,263;0,01;6,49;0;17298;VEJA MULTIUSO GOLG CAMPESTRE 500ML;;UN;1;6,49
4,51;43,902;0,01;6,49;0;17299;VEJA MULTIUSO GOLD LAVANDA 500ML;;UN;1;6,49
2,2;45;0,01;3,19;0;6670;CHA MATTE LEAO NATURAL 16G 10 SAQUINHOS;;UN;2;6,38
0;0;0,01;6,25;0;26253235584;PICOLE SKIMO NECTAR;;UN;1;6,25
1,17;70,94;0,01;2;0;13700;HALLS UVA VERDE;;UN;3;6
2,1;42,857;0,01;3;0;26253235442;FINI TUBES TUTTI FRUTTI 35G;;UN;2;6
2;50;0,01;3;0;9204;LIGUINHA ELASTICA UTEK  40UN ;;UN;2;6
1,39;43,885;0,01;2;0;26253235658;TUBIN  BRIGADEIRO BISCOITO WAFER 48g  ;;UN;3;6
1,39;43,885;0,01;2;0;5351;TUBIN  NAPOLITANO BISCOITO DE WAFER 48g;;UN;3;6
1,17;70,94;0,01;2;0;6675;HALLS CEREJA 28G;;UN;3;6
4,83;24,017;0,01;5,99;0;17718;BALA FINI TUBES AZEDINHOS SABOR FRUTAS SILVESTRES E NATA 80G;;UN;1;5,99
4,1;46,098;0,01;5,99;0;18771;MISTURA PARA BOLO VELLY SABOR CHOCOLATE  350G;;UN;1;5,99
4,33;38,337;0,01;5,99;0;483431837;REMOVEDOR DE ESMALTE ISACRE 100ML;;UN;1;5,99
4,27;40,281;0,01;5,99;0;1586;DESODORANTE REDAPPLE CAMOMILA ROLLON 50ML;;UN;1;5,99
4,18;43,301;0,01;5,99;0;3610;TEMPERO COLARAU GOIAS POTE 80g;;UN;1;5,99
3,6;66,389;0,01;5,99;0;13402;LOURO EM FOLHA REI DOS CONDIMENTOS 50G;;UN;1;5,99
5,5;8,909;0,01;5,99;0;26253235510;BISCOITO VALE DA CANASTRALEITE NINHO  - 300g;;UN;1;5,99
4,05;47,901;0,01;5,99;0;15280;MISTURA PARA BOLO ADORALLE LIMAO 400G;;UN;1;5,99
3,77;58,886;0,01;5,99;0;9794;ELASTICO BAGAGEIRO 1,5m UTEK;;UN;1;5,99
3,96;51,263;0,01;5,99;0;3146;TEMPERO ALHO E SAL  GOIAS 500g;;UN;1;5,99
4,34;38,018;0,01;5,99;0;2714;FILTROS PARA CAFE MELITTA ORIGINAL 103 30UN;;UN;1;5,99
3,84;55,99;0,01;5,99;0;19005;ALGODAO HIDROFILO ISABABY 50G;;UN;1;5,99
3,46;73,121;0,01;5,99;0;2553;COLA DUREPOXI LACTITE 50G;;UN;1;5,99
2,13;40,376;0,01;2,99;0;11320;ESPONJA BANHEIROS CONDOR 1UN;;UN;2;5,98
2,09;43,062;0,01;2,99;0;17768;TALHER SOBREMESA CRISTAL 50 UNID STARLUX;;UN;2;5,98
1,91;56,545;0,01;2,99;0;1756;SABONETE NIVEA ORQUIDEAS 85G;;UN;2;5,98
1,39;43,165;0,01;1,99;0;16876;TEMPEIRO EDU FIBRA FORTE 20G;;UN;3;5,97
1,2;65,833;0,01;1,99;0;6209;TAMPAO DE BORRACHA 2X1 UTEK;;UN;3;5,97
0,81;145,679;0,01;1,99;0;18349;SUCO NUTRI NECTAR PESSEGO LIGHT 200ML;;UN;3;5,97
1,21;64,463;0,01;1,99;0;422;BUCHA RED 3/4 X 1/2;;UN;3;5,97
1,02;46,078;0,01;1,49;0;6649;GELATINA ADOREI ABACAXI 30G;;UN;4;5,96
3,99;47,87;0,01;5,9;0;9298;CREME DENTAL SORRISO HERBAL 70g;;UN;1;5,9
2,06;40,291;0,01;2,89;0;26253235614;AMONIA ISACARE 100ML;;UN;2;5,78
1,84;56,522;0,01;2,88;0;1755;SABONETE NIVEA AVEIA 85G;;UN;2;5,76
1,92;45,833;0;2,8;0;4378;MACARRAO SAFRA ESPAGUETE 500g;;UN;2;5,6
3,19;72,414;0;5,5;0;4720;CACHAÇA 29 COROTINHO 500ML;;UN;1;5,5
4,83;13,872;0;5,5;0;1549;FINI GELATINA  HARRY POTTER CHAPEU SELETOR 70G;;UN;1;5,5
3,61;52,355;0;5,5;0;26253235751;BARRINHA NUTS ZERO SEMENTES 30g QVITA;725;UN;1;5,5
3,36;63,393;0;5,49;0;1766;SABONETE LA FLORE FLOR MARACUJA 150G;;UN;1;5,49
4,31;27,378;0;5,49;0;483431996;MACARRAO CRISTAL SPAGHETTI 8 GRANO DURO 500G;10485;UN;1;5,49
2,97;84,848;0;5,49;0;16578;ROSQUINHA DE CHOCOLATE RANCHEIRO 300G;;UN;1;5,49
1,7;47,059;0;2,5;0;16909;SABONETE PALMOLIVE NUTRIÇAO ESFOLIANTE 85g;;UN;2;5
1,75;42,857;0;2,5;0;17402; PIRULITO POP LETTER UVA 14G;;UN;2;5
1,67;49,701;0;2,5;0;26253235730;WAFER TRENTO - MASSIMO BROWNIE 25G;12383199;UN;2;5
1,68;48,81;0;2,5;0;9958;SUCO REFRESKANT LIMAO 110g;;UN;2;5
0,52;92,308;0;1;0;16697;SUCO EM PO FRUIT RINGS MORANGO 18g;;UN;5;5
3,5;42,857;0;5;0;26253235596;PULSEIRA BUG;;UN;1;5
0,52;92,308;0;1;0;16693;SUCO EM PO FRUIT RINGS MANGA 18g;;UN;5;5
0,52;92,308;0;1;0;16696;SUCO EM PO FRUIT RINGS LARANJA 18g;;UN;5;5
1,81;38,122;0;2,5;0;26253235756;RITTER BARRA DE  CEREAIS BANANA AVEIA E MEL 25g;1184;UN;2;5
1,75;42,857;0;2,5;0;4581;CALDO KNORR GALINHA 57G;;UN;2;5
3,2;56,25;0;5;0;16269;MILIOPA CHURRASCO 140G;;UN;1;5
3,2;56,25;0;5;0;16064;MILIOPA PRESUNTO 140G;;UN;1;5
1,78;40,449;0;2,5;0;4274;PIRULITO DIPLOKO EXPLOSIVE MORANGO 11G;;UN;2;5
1,68;48,81;0;2,5;0;9757;SUCO REFRESKANT UVA 110g;;UN;2;5
1,72;45,349;0;2,5;0;9950;LAMINA BARBEAR WILKINSON SWORD;;UN;2;5
1,667;49,997;0;2,5;0;26253235758;RITTER BARRA DE CEREAIS CASTANHA DO PARA 22g;429;UN;2;5
1,76;42,045;0;2,5;0;275;ZALIKE ELASTICO SILICONE PT 212;;UN;2;5
3,5;42,857;0;5;0;78983642;AMENDOIM COM CASCA - BUG;;UN;1;5
1,81;38,122;0;2,5;0;26253235486;PASTILHAS TIC TAC MORANGO 14,5 GR;;UN;2;5
2,39;4,603;0;2,5;0;19182;JUJUBA GOMETS 70G;;UN;2;5
1,69;47,929;0;2,5;0;5726;SABONETE PALMOLIVE OLEO DE ARGAN 85g;;UN;2;5
1,47;70,068;0;2,5;0;26253235937;ZAMBANANA DOCE DE BANANA 25g;352;UN;2;5
2,8;78,214;0;4,99;0;3066;ESCOVA DE DENTE COLGATE CLASSIC CLEAN MACIA 1UN;;UN;1;4,99
3,49;42,98;0;4,99;0;17411;ESCOVA DE DENTE DENTIL DURA C/ RASPADOR;;UN;1;4,99
3,58;39,385;0;4,99;0;26253235813;GRANULADO COLORIDO;;UN;1;4,99
3,79;31,662;0;4,99;0;19173;TAFF MAN EX PET 110ML;;UN;1;4,99
3,1;60,968;0;4,99;0;10934;SABONETE DOVE ANTBACTERIANO 90G;;UN;1;4,99
2,68;86,194;0;4,99;0;500;UTEK RALO JAPONES LAVATORIO;;UN;1;4,99
3,3;51,212;0;4,99;0;13003;CREME DENTAL COLGATE TRIPLA ACAO HORTELA 90g;;PT;1;4,99
2,8;78,214;0;4,99;0;9291;ESCOVA DE DENTE COLGATE CLASSIC CLEAN MEDIA 1UN;;UN;1;4,99
1,65;50,909;0;2,49;0;19611;HASTES FLEXIVEIS MUNDO BITA 75UN;;UN;2;4,98
1,74;43,103;0;2,49;0;3642;ALECRIM FIBRA FORTE 10G;;UN;2;4,98
1,74;43,103;0;2,49;0;3640;ERVA DOCE FIBRA FORTE 10G;;UN;2;4,98
3,15;42,857;0;4,5;0;5127;CHA DE HIBISCO FIBRA FORTE 10G;;UN;1;4,5
3,29;36,778;0;4,5;0;4775;REFRI CRYSTAL FORTY TUBAINA 2L;;UN;1;4,5
1,38;63,043;0;2,25;0;6015;LAPISEIRA POP LEO &LEO 0,5 UN;;UN;2;4,5
3,75;19,733;0;4,49;0;78983789;CALDO DE CARNE FIBRAFOOD;;UN;1;4,49
3,14;42,994;0;4,49;0;3924;CALDO DE GALINHA FIBRA FORTE 80G;;UN;1;4,49
2,15;108,837;0;4,49;0;18539;LAMPADA LED ALIANCE 40W;;UN;1;4,49
3,14;42,994;0;4,49;0;17480;ESPONJA ANTIADERENTE STARLUX 3UN;;UN;1;4,49
1,21;106,612;0;2,5;0;14579;MENTOS COOL WHITE BLUE RASPBERRY 8,5G;;UN;2;4,48
1,02;46,078;0;1,49;0;6648;GELATINA ADOREI FRAMBOESA 30G;;UN;3;4,47
2,98;49,329;0;4,45;0;13061;PINDUCA PIPOCA PARA MICROONDAS CARAMELO 100g;;UN;1;4,45
1,4;42,857;0;2;0;483431662;PASTILHA FINI MORANGO 14 G;;UN;2;4
0;0;0;2;0;26253235576;PIRULITO CORAÇÃO NEON DIPLOKO  10G;;UN;2;4
0,52;92,308;0;1;0;16694;SUCO EM PO FRUIT RINGS UVA 18g;;UN;4;4
0,75;33,333;0;1;0;17609;FINI TUBES MORANGO E NATA 15g;;UN;4;4
0,71;181,69;0;2;0;78983778;DROPS FREEGELS  MENTA;;UN;2;4
0,61;63,934;0;1;0;938;PALITO ROLIÇO DE MADEIRA GINA 100UN;;UN;4;4
1,4;42,857;0;2;0;15993;DIP LOKO PUMPKIN 10G;;UN;2;4
2,63;51,711;0;3,99;0;8017;ESCOVA DE DENTE SORRISO ORIGINAL DURA 1UN;;UN;1;3,99
2,44;63,525;0;3,99;0;512;UTEK RALO PIA ZINCADO;;UN;1;3,99
2,59;54,054;0;3,99;0;3617;CREME DE MILHO GOIAS 500g;;UN;1;3,99
